,Unnamed: 0,Names,RA,DEC,Classification,Tile,X,Y,band_nb,bands_list
1053,1870,,353.9418029785156,9.510031700134276,,698.199,tbd,tbd,1,u
1054,1871,,356.1440734863281,10.454764366149902,,700.201,tbd,tbd,1,u
1055,1876,previous,4.8654,32.0834,--,008.244,tbd,tbd,5,urizg
1056,1878,previous,5.9327,3.4772,--,012.187,tbd,tbd,1,u
1057,1886,previous,14.31215,21.6428,--,027.223,tbd,tbd,1,u
1058,1887,previous,14.66851,5.7665,--,029.192,tbd,tbd,1,u
1059,1889,previous,15.20492,18.3077,--,029.217,tbd,tbd,1,u
1060,1892,previous,15.93721,27.1025,--,028.234,tbd,tbd,1,u
1061,1894,previous,16.316979999999997,1.4392,--,033.183,tbd,tbd,1,u
1062,1898,previous,20.79597,30.9619,--,036.242,tbd,tbd,3,urg
1063,1905,previous,27.448290000000004,12.4652,--,054.205,tbd,tbd,1,u
1064,1906,previous,27.503590000000003,27.4267,--,049.235,tbd,tbd,1,u
1065,1907,previous,27.89437,5.1619,--,056.190,tbd,tbd,1,u
1066,1910,previous,29.3219,25.4699,--,053.231,tbd,tbd,1,u
1067,1916,previous,34.07601,2.9333,--,068.186,tbd,tbd,1,u
1068,1919,previous,35.01418,2.7345,--,070.185,tbd,tbd,1,u
1069,1930,previous,42.53504,0.1379,--,085.180,tbd,tbd,1,u
1070,1976,previous,110.67051,52.2273,--,136.284,tbd,tbd,1,r
1071,1978,previous,115.87305,50.8031,--,146.282,tbd,tbd,3,urg
1072,1979,previous,116.9217,26.816,--,208.234,tbd,tbd,1,u
1073,1980,previous,121.88127,44.1801,--,175.268,tbd,tbd,3,urg
1074,1983,previous,129.60565,30.2873,--,223.241,tbd,tbd,3,urg
1075,1986,previous,132.6382,40.6196,--,202.261,tbd,tbd,3,urg
1076,1987,previous,133.38001,23.3652,--,245.227,tbd,tbd,1,u
1077,1988,previous,134.1503,23.8641,--,245.228,tbd,tbd,1,u
1078,1992,previous,138.05235,33.3767,--,230.247,tbd,tbd,3,urg
1079,1993,previous,139.89598999999998,30.5323,--,241.241,tbd,tbd,3,urg
1080,2001,previous,161.82064,27.9906,--,286.236,tbd,tbd,1,u
1081,2003,previous,162.64846,19.9352,--,306.220,tbd,tbd,1,u
1082,2005,previous,174.0622,41.0525,--,263.262,tbd,tbd,2,ur
1083,2007,previous,176.23911,30.558000000000003,--,304.241,tbd,tbd,2,ur
1084,2012,previous,181.5279,30.1133,--,314.240,tbd,tbd,3,urg
1085,2014,previous,184.92499,0.8409,--,370.182,tbd,tbd,1,u
1086,2015,previous,185.02079,26.4909,--,331.233,tbd,tbd,1,u
1087,2016,previous,186.76605,28.0517,--,330.236,tbd,tbd,1,u
1088,2018,previous,189.5574,27.3029,--,336.235,tbd,tbd,1,u
1089,2020,previous,191.31603,19.0924,--,362.218,tbd,tbd,1,u
1090,2030,previous,219.24552000000003,29.6141,--,382.239,tbd,tbd,1,u
1091,2032,previous,223.10391,48.4711,--,296.277,tbd,tbd,1,r
1092,2035,previous,228.07856,20.8316,--,426.222,tbd,tbd,1,u
1093,2036,previous,228.82678,63.2724,--,204.307,tbd,tbd,1,r
1094,2037,previous,231.2874,42.4646,--,341.265,tbd,tbd,2,ur
1095,2042,previous,236.0113249,26.17117109,--,424.232,tbd,tbd,1,u
1096,2046,previous,244.35887,20.7108,--,458.221,tbd,tbd,1,u
1097,2048,previous,255.65288,28.5791,--,449.237,tbd,tbd,1,u
1098,2049,previous,257.43479,31.9046,--,437.244,tbd,tbd,1,r
1099,2050,previous,259.0541,28.5928,--,455.237,tbd,tbd,1,u
1100,2052,previous,267.2985,23.5101,--,490.227,tbd,tbd,1,u
1101,2053,previous,269.7333,29.0742,--,472.238,tbd,tbd,1,u
1102,2054,previous,269.7857944,41.90387109,--,401.264,tbd,tbd,2,ur
1103,2061,previous,335.2154709,0.9712948532,--,670.182,tbd,tbd,1,u
1104,2063,previous,337.21027000000004,14.9081,--,651.210,tbd,tbd,1,u
1105,2064,previous,342.1516,20.2529,--,641.221,tbd,tbd,1,u
1106,2067,previous,353.6004,17.9899,--,673.216,tbd,tbd,1,u
1107,2073,previous,15.8164,0.0823,--,032.180,tbd,tbd,1,u
1108,2074,previous,16.3319,1.749,--,033.184,tbd,tbd,1,u
1109,2075,previous,16.523,0.5463,--,033.181,tbd,tbd,1,u
1110,2076,previous,18.1074,2.3773,--,036.185,tbd,tbd,1,u
1111,2080,previous,24.1631,0.1384,--,048.180,tbd,tbd,1,u
1112,2084,previous,26.4848,4.0413,--,053.188,tbd,tbd,1,u
1113,2087,previous,29.6032,-0.6665,--,059.179,tbd,tbd,1,u
1114,2090,previous,36.1436,-0.0411,--,072.180,tbd,tbd,1,u
1115,2108,previous,152.0763,31.7005,--,259.243,tbd,tbd,2,ur
1116,2121,previous,213.6664,19.4787,--,403.219,tbd,tbd,1,u
1117,2122,previous,214.6278,25.1814,--,389.230,tbd,tbd,1,u
1118,2127,previous,219.9855,32.8402,--,369.246,tbd,tbd,1,u
1119,2131,previous,359.8897,2.1399,--,719.184,tbd,tbd,1,u
1120,2132,previous,0.02543,21.6415,--,000.223,tbd,tbd,1,u
1121,2133,previous,0.03692,21.2841,--,000.223,tbd,tbd,1,u
1122,2136,previous,0.69431,27.0894,--,001.234,tbd,tbd,1,u
1123,2139,previous,1.44461,15.8147,--,003.212,tbd,tbd,1,u
1124,2140,previous,1.6798,5.0237,--,003.190,tbd,tbd,1,u
1125,2142,previous,1.827980812,1.534939939,--,004.183,tbd,tbd,1,u
1126,2148,previous,2.7167,18.5282,--,005.217,tbd,tbd,1,u
1127,2149,previous,2.9359,1.0175,--,006.182,tbd,tbd,1,u
1128,2152,previous,3.8795,24.4528,--,007.229,tbd,tbd,1,u
1129,2160,previous,6.07026,1.4212,--,012.183,tbd,tbd,1,u
1130,2164,previous,6.364330000000001,10.1853,--,013.200,tbd,tbd,1,u
1131,2166,previous,6.44479,3.6455,--,013.187,tbd,tbd,1,u
1132,2169,previous,6.603911107,4.307065235,--,013.189,tbd,tbd,1,u
1133,2178,previous,7.960189999999999,-0.6805,--,016.179,tbd,tbd,1,u
1134,2179,previous,8.05606,11.4205,--,016.203,tbd,tbd,1,u
1135,2195,previous,11.01204292,28.50258395,--,019.237,tbd,tbd,3,uiz
1136,2200,previous,12.68789,5.1953,--,025.190,tbd,tbd,1,u
1137,2206,previous,14.04641369,0.1259954672,--,028.180,tbd,tbd,1,u
1138,2230,previous,17.77991,13.7789,--,035.208,tbd,tbd,1,u
1139,2231,previous,17.86403412,10.98448488,--,035.202,tbd,tbd,1,u
1140,2232,previous,17.8812,8.9282,--,035.198,tbd,tbd,1,u
1141,2236,previous,19.1019,-0.1335,--,038.180,tbd,tbd,1,u
1142,2242,previous,19.82725867,27.48398551,--,035.235,tbd,tbd,1,u
1143,2243,previous,20.33000604,-0.3408695043,--,041.179,tbd,tbd,1,u
1144,2244,previous,20.36598,21.7344,--,038.223,tbd,tbd,1,u
1145,2250,previous,22.25057,0.1193,--,045.180,tbd,tbd,1,u
1146,2256,previous,23.0583,3.4399,--,046.187,tbd,tbd,1,u
1147,2263,previous,23.81928048,4.851410396,--,047.190,tbd,tbd,1,u
1148,2269,previous,24.2425879,0.3033388428,--,048.181,tbd,tbd,1,u
1149,2272,previous,24.37258,5.7609,--,048.192,tbd,tbd,1,u
1150,2278,previous,25.59809,14.8037,--,049.210,tbd,tbd,1,u
1151,2280,previous,25.79102,7.5022,--,051.195,tbd,tbd,1,u
1152,2282,previous,25.8949,5.3365,--,052.191,tbd,tbd,1,u
1153,2284,previous,26.2418,0.8017,--,052.182,tbd,tbd,1,u
1154,2285,previous,26.345340000000004,4.8579,--,052.190,tbd,tbd,1,u
1155,2286,previous,26.55084,22.6087,--,049.225,tbd,tbd,1,u
1156,2293,previous,27.38788,0.4647,--,055.181,tbd,tbd,1,u
1157,2294,previous,27.47747,21.7988,--,051.224,tbd,tbd,1,u
1158,2304,previous,28.19971,3.2624,--,056.187,tbd,tbd,1,u
1159,2311,previous,29.36417,22.9216,--,054.226,tbd,tbd,1,u
1160,2318,previous,29.92295,29.5992,--,052.239,tbd,tbd,2,ur
1161,2322,previous,30.1551,14.4092,--,058.209,tbd,tbd,1,u
1162,2340,previous,32.19944,1.7689,--,064.184,tbd,tbd,1,u
1163,2342,previous,32.2667,4.8088,--,064.190,tbd,tbd,1,u
1164,2343,previous,32.2674,3.6995,--,064.187,tbd,tbd,1,u
1165,2345,previous,32.6664,-0.6421,--,065.179,tbd,tbd,1,u
1166,2346,previous,32.82132155,0.3402063233,--,066.181,tbd,tbd,1,u
1167,2348,previous,33.02973,0.2472,--,066.180,tbd,tbd,1,u
1168,2349,previous,33.08255,30.553,--,057.241,tbd,tbd,3,urg
1169,2356,previous,34.18561,-0.386,--,068.179,tbd,tbd,1,u
1170,2360,previous,34.52467,26.6007,--,062.233,tbd,tbd,1,u
1171,2364,previous,34.85543,5.6438,--,069.191,tbd,tbd,1,u
1172,2368,previous,35.19487726,5.88534113,--,070.192,tbd,tbd,1,u
1173,2374,previous,36.09924,2.4337,--,072.185,tbd,tbd,1,u
1174,2378,previous,36.80665,29.5796,--,064.239,tbd,tbd,2,ur
1175,2401,previous,42.09395,2.7825,--,084.186,tbd,tbd,1,u
1176,2408,previous,44.01651588,0.3311315491,--,088.181,tbd,tbd,1,u
1177,2417,previous,45.0813,4.427,--,090.189,tbd,tbd,1,u
1178,2614,previous,112.00411,47.9631,--,150.276,tbd,tbd,2,ur
1179,2615,previous,112.05507,31.6799,--,191.243,tbd,tbd,2,ug
1180,2616,previous,112.17575,38.2037,--,177.256,tbd,tbd,2,ug
1181,2617,previous,112.6173,38.3732,--,176.257,tbd,tbd,1,u
1182,2618,previous,113.25675,51.5755,--,141.283,tbd,tbd,2,rg
1183,2620,previous,114.01954,21.3041,--,212.223,tbd,tbd,1,u
1184,2621,previous,115.44734,34.9407,--,189.250,tbd,tbd,3,urg
1185,2623,previous,117.24491,53.7774,--,138.288,tbd,tbd,2,rg
1186,2625,previous,118.24736,52.6265,--,144.285,tbd,tbd,2,rg
1187,2627,previous,118.45665,25.808000000000003,--,213.232,tbd,tbd,1,u
1188,2630,previous,119.05868,30.235,--,206.240,tbd,tbd,3,urg
1189,2631,previous,119.30161,24.1528,--,218.228,tbd,tbd,1,u
1190,2633,previous,120.0515,43.4978,--,174.267,tbd,tbd,3,urg
1191,2634,previous,120.39912,54.8115,--,138.290,tbd,tbd,2,rg
1192,2637,previous,122.51131,33.7794,--,203.248,tbd,tbd,3,urg
1193,2640,previous,122.88186,41.614,--,184.263,tbd,tbd,3,urg
1194,2642,previous,123.61211000000002,27.3335,--,219.235,tbd,tbd,1,u
1195,2644,previous,124.81806,31.499,--,213.243,tbd,tbd,3,urg
1196,2645,previous,124.91928,19.2529,--,236.218,tbd,tbd,1,u
1197,2647,previous,125.63095,75.0251,--,065.330,tbd,tbd,1,r
1198,2651,previous,129.95053,30.6284,--,224.241,tbd,tbd,3,urg
1199,2653,previous,130.5312,27.2618,--,232.235,tbd,tbd,1,u
1200,2655,previous,131.56473,51.9315,--,162.284,tbd,tbd,2,rg
1201,2657,previous,132.28018,22.0446,--,245.224,tbd,tbd,1,u
1202,2658,previous,132.81111,24.4868,--,242.229,tbd,tbd,1,u
1203,2659,previous,133.11553,26.4614,--,238.233,tbd,tbd,1,u
1204,2660,previous,134.3978389,21.50588464,--,250.223,tbd,tbd,1,u
1205,2663,previous,136.8674667,42.55036435,--,202.265,tbd,tbd,3,urg
1206,2665,previous,137.15086000000002,54.2055,--,161.288,tbd,tbd,1,g
1207,2670,previous,139.48848,64.4473,--,120.309,tbd,tbd,1,g
1208,2679,previous,145.26031,38.7152,--,227.257,tbd,tbd,3,urg
1209,2682,previous,146.21988000000002,40.2997,--,222.261,tbd,tbd,3,urg
1210,2688,previous,150.29413,46.1759,--,209.272,tbd,tbd,2,rg
1211,2693,previous,152.27100000000002,43.7279,--,221.267,tbd,tbd,2,rg
1212,2695,previous,153.0776,44.3831,--,218.269,tbd,tbd,2,rg
1213,2700,previous,157.95201,43.7158,--,229.267,tbd,tbd,3,urg
1214,2701,previous,158.09014,31.8835,--,268.244,tbd,tbd,1,u
1215,2702,previous,158.12871,46.334,--,218.273,tbd,tbd,2,rg
1216,2710,previous,160.61712,32.9365,--,269.246,tbd,tbd,2,ur
1217,2712,previous,160.79777,37.3601,--,255.255,tbd,tbd,2,ur
1218,2715,previous,161.86532,23.9568,--,296.228,tbd,tbd,1,u
1219,2716,previous,162.0174,31.6472,--,276.243,tbd,tbd,2,ur
1220,2717,previous,162.5961,20.0916,--,306.220,tbd,tbd,1,u
1221,2721,previous,163.70191,27.5697,--,290.235,tbd,tbd,1,u
1222,2722,previous,164.009903,22.83020681,--,302.226,tbd,tbd,1,u
1223,2726,previous,165.14588999999998,23.2635,--,303.227,tbd,tbd,1,u
1224,2729,previous,165.27643,20.4527,--,310.221,tbd,tbd,1,u
1225,2733,previous,167.7733,26.7798,--,299.234,tbd,tbd,1,u
1226,2735,previous,168.96198,57.8315,--,179.296,tbd,tbd,1,g
1227,2736,previous,169.14443,19.0986,--,320.218,tbd,tbd,1,u
1228,2738,previous,170.42539,36.9636,--,272.254,tbd,tbd,2,ur
1229,2746,previous,174.01077,52.2363,--,214.284,tbd,tbd,2,ug
1230,2747,previous,174.12848,21.7754,--,323.224,tbd,tbd,1,u
1231,2749,previous,174.45918999999998,46.6094,--,240.273,tbd,tbd,2,ug
1232,2753,previous,175.73214,43.1339,--,257.266,tbd,tbd,2,ur
1233,2754,previous,175.73290740000002,22.22321876,--,326.224,tbd,tbd,1,u
1234,2757,previous,176.93112,26.1644,--,318.232,tbd,tbd,1,u
1235,2758,previous,177.01828,29.4844,--,308.239,tbd,tbd,2,ur
1236,2759,previous,177.03194,29.0869,--,310.238,tbd,tbd,2,ur
1237,2761,previous,178.72116,21.4151,--,333.223,tbd,tbd,1,u
1238,2762,previous,179.48112,22.9115,--,330.226,tbd,tbd,1,u
1239,2764,previous,181.39745,41.179,--,274.262,tbd,tbd,2,ur
1240,2765,previous,182.5596,28.7243,--,321.237,tbd,tbd,1,u
1241,2770,previous,185.25809,21.89,--,344.224,tbd,tbd,1,u
1242,2771,previous,185.61902,23.9709,--,339.228,tbd,tbd,1,u
1243,2773,previous,185.98479,19.7177,--,351.219,tbd,tbd,1,u
1244,2774,previous,186.09157,2.2030000000000003,--,372.184,tbd,tbd,1,u
1245,2777,previous,189.24822,25.3442,--,342.231,tbd,tbd,1,u
1246,2780,previous,190.59805,31.4848,--,325.243,tbd,tbd,2,ur
1247,2783,previous,193.6682485,18.95334581,--,366.218,tbd,tbd,1,u
1248,2786,previous,196.36353,26.752,--,350.234,tbd,tbd,1,u
1249,2788,previous,196.82325,23.1565,--,362.226,tbd,tbd,1,u
1250,2790,previous,198.4925,31.0493,--,340.242,tbd,tbd,2,ur
1251,2794,previous,202.50962,47.8919,--,271.276,tbd,tbd,1,r
1252,2799,previous,203.89617,40.3315,--,310.261,tbd,tbd,2,ur
1253,2800,previous,204.03002,25.6164,--,368.231,tbd,tbd,1,u
1254,2802,previous,204.31129,42.3813,--,301.265,tbd,tbd,1,r
1255,2804,previous,205.8655,21.7388,--,383.223,tbd,tbd,1,u
1256,2806,previous,206.70001,28.6985,--,363.237,tbd,tbd,1,u
1257,2807,previous,207.41871,38.50218,--,325.257,tbd,tbd,1,u
1258,2808,previous,207.48889,34.2732,--,342.249,tbd,tbd,1,u
1259,2809,previous,207.55134,31.5862,--,354.243,tbd,tbd,3,urg
1260,2810,previous,207.70495,52.9559,--,250.286,tbd,tbd,1,r
1261,2813,previous,208.66879,19.137,--,395.218,tbd,tbd,1,u
1262,2814,previous,208.9996865,19.7238679,--,394.219,tbd,tbd,1,u
1263,2817,previous,211.65461,38.7004,--,331.257,tbd,tbd,1,u
1264,2819,previous,212.77095,23.2324,--,392.226,tbd,tbd,1,u
1265,2820,previous,214.71022,19.9447,--,404.220,tbd,tbd,1,u
1266,2824,previous,217.09496,22.913,--,400.226,tbd,tbd,1,u
1267,2827,previous,218.11467,28.7213,--,383.237,tbd,tbd,1,u
1268,2830,previous,219.15006,21.1453,--,409.222,tbd,tbd,1,u
1269,2831,previous,219.568,25.0994,--,398.230,tbd,tbd,1,u
1270,2833,previous,220.02263,23.8599,--,402.228,tbd,tbd,1,u
1271,2837,previous,221.6054,21.6944,--,412.223,tbd,tbd,1,u
1272,2838,previous,221.9368,23.4043,--,407.227,tbd,tbd,1,u
1273,2847,previous,225.1316,62.7228,--,208.305,tbd,tbd,1,r
1274,2849,previous,226.1397,28.032,--,399.236,tbd,tbd,1,u
1275,2851,previous,226.31303,41.7447,--,336.264,tbd,tbd,2,ur
1276,2852,previous,226.9254,29.956,--,393.240,tbd,tbd,1,u
1277,2863,previous,229.7448,27.3746,--,408.235,tbd,tbd,1,u
1278,2864,previous,230.5321,32.8538,--,387.246,tbd,tbd,1,u
1279,2869,previous,231.00603,49.1881,--,303.278,tbd,tbd,1,r
1280,2871,previous,233.23413,50.1953,--,300.280,tbd,tbd,1,r
1281,2873,previous,235.00393,32.6092,--,396.245,tbd,tbd,2,ur
1282,2875,previous,235.5208,40.3319,--,358.261,tbd,tbd,1,r
1283,2878,previous,236.59687,23.9051,--,432.228,tbd,tbd,1,u
1284,2886,previous,241.73456,42.1102,--,359.264,tbd,tbd,1,r
1285,2887,previous,241.73751,18.1017,--,460.216,tbd,tbd,1,u
1286,2890,previous,244.58568,54.5052,--,284.289,tbd,tbd,4,rGiz
1287,2892,previous,246.42021,33.2659,--,411.247,tbd,tbd,2,ur
1288,2896,previous,249.08805,27.7159,--,442.235,tbd,tbd,1,u
1289,2897,previous,249.3569,31.6652,--,425.243,tbd,tbd,2,ur
1290,2899,previous,250.80152,21.3635,--,467.223,tbd,tbd,1,u
1291,2900,previous,251.4915,22.9241,--,463.226,tbd,tbd,1,u
1292,2903,previous,252.12921,63.7872,--,221.308,tbd,tbd,1,r
1293,2905,previous,253.25675,30.8665,--,434.242,tbd,tbd,2,ur
1294,2906,previous,254.29415,31.848000000000003,--,431.244,tbd,tbd,2,ur
1295,2908,previous,256.1498,8.2505,--,507.197,tbd,tbd,1,u
1296,2909,previous,256.21788,7.8065,--,507.196,tbd,tbd,1,u
1297,2912,previous,259.63113,23.7908,--,474.228,tbd,tbd,1,u
1298,2913,previous,259.83959,24.688,--,473.229,tbd,tbd,1,u
1299,2915,previous,264.29456,26.8373,--,471.234,tbd,tbd,1,u
1300,2916,previous,266.39179,27.226,--,475.234,tbd,tbd,1,u
1301,2917,previous,267.94117,43.5847,--,389.267,tbd,tbd,2,ur
1302,2918,previous,267.95011,43.578,--,389.267,tbd,tbd,2,ur
1303,2919,previous,270.21016000000003,35.8525,--,437.252,tbd,tbd,2,ur
1304,2921,previous,270.52438,35.2017,--,443.250,tbd,tbd,2,ur
1305,2923,previous,273.68833,54.7764,--,314.290,tbd,tbd,2,ur
1306,2926,previous,276.86607000000004,51.8599,--,341.284,tbd,tbd,2,ur
1307,2942,previous,314.73763,4.7259,--,628.189,tbd,tbd,1,u
1308,2943,previous,315.32949,2.2958,--,630.185,tbd,tbd,1,u
1309,2946,previous,319.4948,-0.7468,--,639.179,tbd,tbd,1,u
1310,2950,previous,320.85836,1.8867,--,641.184,tbd,tbd,1,u
1311,2951,previous,321.30605,-0.0295,--,643.180,tbd,tbd,1,u
1312,2952,previous,321.56037000000003,9.8332,--,633.200,tbd,tbd,1,u
1313,2955,previous,326.2881297,19.88482081,--,613.220,tbd,tbd,1,u
1314,2958,previous,327.44268,-0.3822,--,655.179,tbd,tbd,1,u
1315,2960,previous,328.7427,16.3475,--,630.213,tbd,tbd,1,u
1316,2961,previous,329.50663,6.6401,--,655.193,tbd,tbd,1,u
1317,2962,previous,330.14809,23.6703,--,606.227,tbd,tbd,1,u
1318,2963,previous,330.14987,7.1124,--,655.194,tbd,tbd,1,u
1319,2964,previous,330.45356,1.8039,--,661.184,tbd,tbd,1,u
1320,2965,previous,330.56199999999995,10.6918,--,650.201,tbd,tbd,1,u
1321,2966,previous,331.97123,-0.6607,--,664.179,tbd,tbd,1,u
1322,2969,previous,334.52679,20.8617,--,625.222,tbd,tbd,1,u
1323,2970,previous,334.7964,8.9935,--,661.198,tbd,tbd,1,u
1324,2972,previous,336.7102,15.1795,--,650.210,tbd,tbd,1,u
1325,2973,previous,338.17752,1.6182,--,676.183,tbd,tbd,1,u
1326,2974,previous,338.93412,7.7338,--,672.195,tbd,tbd,1,u
1327,2976,previous,340.09659,26.9614,--,606.234,tbd,tbd,1,u
1328,2977,previous,340.62181,3.2048,--,680.186,tbd,tbd,1,u
1329,2979,previous,341.27468,0.6718,--,683.181,tbd,tbd,1,u
1330,2980,previous,341.83295,18.0226,--,650.216,tbd,tbd,1,u
1331,2981,previous,342.09567000000004,1.835,--,684.184,tbd,tbd,1,u
1332,2982,previous,342.27261,19.8035,--,643.220,tbd,tbd,1,u
1333,2983,previous,343.7431778,3.972632561,--,686.188,tbd,tbd,1,u
1334,2984,previous,344.59053,5.0181,--,687.190,tbd,tbd,1,u
1335,2985,previous,344.95688,12.0924,--,675.204,tbd,tbd,1,u
1336,2987,previous,345.86794,8.9273,--,683.198,tbd,tbd,1,u
1337,2989,previous,346.62878,27.472,--,615.235,tbd,tbd,1,u
1338,2992,previous,347.1009,28.9983,--,607.238,tbd,tbd,2,ur
1339,2997,previous,348.24522,4.8615,--,694.190,tbd,tbd,1,u
1340,2998,previous,348.38883,-0.046,--,697.180,tbd,tbd,1,u
1341,2999,previous,349.33861,14.7537,--,676.209,tbd,tbd,1,u
1342,3000,previous,349.50607,13.3835,--,680.207,tbd,tbd,1,u
1343,3002,previous,349.89384,11.8378,--,685.204,tbd,tbd,1,u
1344,3004,previous,350.1155,-0.5958,--,700.179,tbd,tbd,1,u
1345,3006,previous,350.84164,10.7701,--,689.202,tbd,tbd,1,u
1346,3009,previous,352.22392,0.0936,--,704.180,tbd,tbd,1,u
1347,3012,previous,353.14929,-0.0513,--,706.180,tbd,tbd,1,u
1348,3013,previous,353.24137,7.2878,--,700.195,tbd,tbd,1,u
1349,3014,previous,353.9228,0.6577,--,708.181,tbd,tbd,1,u
1350,3015,previous,355.11896,29.7964,--,615.240,tbd,tbd,3,urg
1351,3016,previous,355.27336,24.1552,--,649.228,tbd,tbd,1,u
1352,3018,previous,356.40228,14.0221,--,692.208,tbd,tbd,1,u
1353,3019,previous,356.87486,-0.1896,--,714.180,tbd,tbd,1,u
1354,3021,previous,358.08605,18.1055,--,681.216,tbd,tbd,1,u
1355,3024,previous,358.6999,5.0447,--,715.190,tbd,tbd,1,u
1356,3025,previous,359.14211,2.6922,--,718.185,tbd,tbd,1,u
1357,3026,previous,359.7217,1.4018,--,719.183,tbd,tbd,1,u
1358,3028,previous,359.969,3.3971,--,719.187,tbd,tbd,1,u
1359,3044,previous,1.03358,14.19742,--,002.208,tbd,tbd,1,u
1360,3076,previous,2.56854,17.98116,--,005.216,tbd,tbd,1,u
1361,3089,previous,3.33925,11.67767,--,007.203,tbd,tbd,1,u
1362,3113,previous,5.39454,15.13792,--,010.210,tbd,tbd,1,u
1363,3128,previous,6.3595,24.16468,--,012.228,tbd,tbd,1,u
1364,3140,previous,7.860119999999999,11.96534,--,015.204,tbd,tbd,1,u
1365,3142,previous,8.41237,4.45971,--,017.189,tbd,tbd,1,u
1366,3143,previous,9.839,19.46732,--,019.219,tbd,tbd,1,u
1367,3155,previous,10.63733,11.52048,--,021.203,tbd,tbd,1,u
1368,3158,previous,10.94429,5.58312,--,022.191,tbd,tbd,1,u
1369,3168,previous,13.30437,4.19921,--,027.188,tbd,tbd,1,u
1370,3173,previous,13.698620000000002,8.44779,--,027.197,tbd,tbd,1,u
1371,3187,previous,14.472170000000002,0.26686,--,029.181,tbd,tbd,1,u
1372,3195,previous,14.77229,6.90424,--,029.194,tbd,tbd,1,u
1373,3196,previous,14.95133,16.10819,--,029.212,tbd,tbd,1,u
1374,3218,previous,16.583460000000002,5.07616,--,033.190,tbd,tbd,1,u
1375,3243,previous,18.98696,19.36988,--,036.219,tbd,tbd,1,u
1376,3279,previous,20.98746,-0.00737,--,042.180,tbd,tbd,1,u
1377,3304,previous,22.839920000000003,28.80419,--,040.238,tbd,tbd,2,ur
1378,3316,previous,24.81142,4.7263,--,049.189,tbd,tbd,1,u
1379,3322,previous,25.2042,41.13331,--,038.262,tbd,tbd,1,u
1380,3325,previous,25.76954,0.94644,--,052.182,tbd,tbd,1,u
1381,3331,previous,27.083170000000003,-0.17602,--,054.180,tbd,tbd,1,u
1382,3333,previous,27.90883,0.93311,--,056.182,tbd,tbd,1,u
1383,3334,previous,27.939,-0.00036,--,056.180,tbd,tbd,1,u
1384,3335,previous,27.96204,14.51038,--,054.209,tbd,tbd,1,u
1385,3336,previous,28.09667,14.2515,--,055.208,tbd,tbd,1,u
1386,3360,previous,30.106,13.41862,--,059.207,tbd,tbd,1,u
1387,3368,previous,30.26554,16.19189,--,058.212,tbd,tbd,1,u
1388,3390,previous,31.24008,6.06643,--,062.192,tbd,tbd,1,u
1389,3411,previous,32.494209999999995,-0.20909,--,065.180,tbd,tbd,1,u
1390,3445,previous,34.42508,-0.36846,--,069.179,tbd,tbd,1,u
1391,3461,previous,35.0475,5.76979,--,070.192,tbd,tbd,1,u
1392,3534,previous,38.72812,4.11229,--,077.188,tbd,tbd,1,u
1393,3575,previous,41.475,1.7222400000000002,--,083.183,tbd,tbd,1,u
1394,3588,previous,42.535,0.13795,--,085.180,tbd,tbd,1,u
1395,3590,previous,42.69238,-0.30168,--,085.179,tbd,tbd,1,u
1396,3608,previous,44.62979,1.66402,--,089.183,tbd,tbd,1,u
1397,3751,previous,110.9366,47.65259,--,150.275,tbd,tbd,2,ur
1398,3752,previous,115.00071,41.51818,--,172.263,tbd,tbd,3,urg
1399,3753,previous,115.05603,29.44677,--,200.239,tbd,tbd,1,u
1400,3754,previous,115.07578999999998,34.65943,--,190.249,tbd,tbd,3,urg
1401,3756,previous,116.83658,27.48749,--,207.235,tbd,tbd,1,u
1402,3758,previous,117.133,47.17067,--,160.274,tbd,tbd,3,urg
1403,3760,previous,119.20896,51.11343,--,150.282,tbd,tbd,3,urg
1404,3761,previous,119.68453999999998,44.18071,--,172.268,tbd,tbd,3,urg
1405,3763,previous,120.88733,22.22753,--,224.224,tbd,tbd,1,u
1406,3764,previous,121.37892,38.156490000000005,--,191.256,tbd,tbd,3,urg
1407,3765,previous,123.22844,33.83062,--,204.248,tbd,tbd,3,urg
1408,3766,previous,123.89942,45.35932,--,174.271,tbd,tbd,3,urg
1409,3768,previous,124.90017,32.27928,--,211.245,tbd,tbd,3,urg
1410,3769,previous,125.57509,66.99985,--,098.314,tbd,tbd,1,g
1411,3772,previous,125.95942,42.85394,--,184.266,tbd,tbd,3,urg
1412,3773,previous,126.12458,50.76006,--,159.282,tbd,tbd,3,urg
1413,3774,previous,126.14,19.11793,--,239.218,tbd,tbd,1,u
1414,3776,previous,126.373,51.08486,--,159.282,tbd,tbd,3,urg
1415,3778,previous,127.59712,27.00497,--,227.234,tbd,tbd,1,u
1416,3779,previous,127.71737,21.48281,--,238.223,tbd,tbd,1,u
1417,3811,previous,130.40937,55.6543,--,148.291,tbd,tbd,3,urg
1418,3819,previous,130.75058,19.79518,--,246.220,tbd,tbd,1,u
1419,3852,previous,132.8085,50.77557,--,167.282,tbd,tbd,1,g
1420,3870,previous,133.86146000000002,49.57818,--,174.279,tbd,tbd,2,rg
1421,3876,previous,133.98828999999998,32.12886,--,227.244,tbd,tbd,3,urg
1422,3912,previous,135.89417,17.78826,--,258.216,tbd,tbd,1,u
